Phone Number,Call Time,Call Type,Call Status,Call Duration (minutes)
+1-501-346-9404x109,2024-12-26 05:08:00,Inbound,Answered,7.15
4162528935,2024-12-26 02:06:00,Inbound,Answered,7.333333333333333
+1-809-960-4719,2024-12-26 15:22:00,Inbound,Answered,5.133333333333334
249.397.1775x816,2024-12-26 03:31:00,Inbound,Missed,4.016666666666667
6542433938,2024-12-26 11:43:00,Inbound,Answered,3.6333333333333333
277-405-6695x7130,2024-12-26 02:52:00,Inbound,Answered,0.55
215-979-5238,2024-12-26 17:13:00,Inbound,Missed,3.216666666666667
944-600-9203x953,2024-12-26 22:03:00,Inbound,Answered,4.216666666666667
730-825-8003x9468,2024-12-26 05:53:00,Inbound,Answered,0.65
001-972-822-9835x285,2024-12-26 01:20:00,Inbound,Answered,9.25
942.972.4151x4729,2024-12-26 08:27:00,Inbound,Answered,8.266666666666667
386-931-2968x86671,2024-12-26 14:56:00,Inbound,Answered,9.083333333333334
+1-768-439-8300x048,2024-12-26 14:59:00,Inbound,Answered,9.45
(914)630-6941x703,2024-12-26 17:53:00,Inbound,Answered,4.916666666666667
+1-383-374-1807x838,2024-12-26 17:50:00,Inbound,Answered,5.666666666666667
278-809-3654,2024-12-26 20:48:00,Inbound,Answered,4.25
830-306-2000x12409,2024-12-26 05:25:00,Inbound,Answered,5.55
9208452059,2024-12-26 12:25:00,Inbound,Answered,5.066666666666666
(639)771-9362,2024-12-26 12:43:00,Inbound,Answered,9.916666666666666
898.435.4716,2024-12-26 09:39:00,Inbound,Missed,2.5166666666666666
+1-783-562-2767x046,2024-12-26 13:13:00,Inbound,Answered,3.4166666666666665
6687207233,2024-12-26 13:57:00,Inbound,Answered,4.316666666666666
325.980.4217,2024-12-26 11:32:00,Inbound,Answered,1.2666666666666666
719-224-6601x667,2024-12-26 23:10:00,Inbound,Answered,9.6
704-228-1673,2024-12-26 20:24:00,Inbound,Missed,4.55
610-421-3493,2024-12-26 01:47:00,Inbound,Answered,5.466666666666667
+1-826-216-3504x94587,2024-12-26 21:32:00,Inbound,Missed,1.1666666666666667
889.221.2011,2024-12-26 22:05:00,Inbound,Answered,3.0166666666666666
+1-414-445-1222,2024-12-26 11:25:00,Inbound,Missed,5.233333333333333
(661)957-7630x24323,2024-12-26 02:14:00,Inbound,Answered,2.7666666666666666
(315)254-7661,2024-12-26 11:15:00,Inbound,Answered,5.1
(753)770-4227x8490,2024-12-26 03:13:00,Inbound,Answered,1.3666666666666667
682-721-8754x23214,2024-12-26 19:02:00,Inbound,Answered,4.733333333333333
+1-967-323-6387x03266,2024-12-26 23:09:00,Inbound,Missed,4.083333333333333
714-856-3521x97639,2024-12-26 13:11:00,Inbound,Answered,9.616666666666667
+1-943-231-0230x441,2024-12-26 09:41:00,Inbound,Missed,2.466666666666667
659-390-9520,2024-12-26 08:36:00,Inbound,Answered,0.5166666666666667
7137041115,2024-12-26 22:24:00,Inbound,Answered,6.416666666666667
6824653893,2024-12-26 20:34:00,Inbound,Missed,6.783333333333333
4425432868,2024-12-26 05:07:00,Inbound,Answered,6.033333333333333
+1-315-227-9334,2024-12-26 11:22:00,Inbound,Answered,1.9166666666666667
001-220-573-7446x6523,2024-12-26 02:46:00,Inbound,Missed,9.866666666666667
+1-557-318-5639x49661,2024-12-26 19:53:00,Inbound,Answered,5.0
001-293-590-3262x394,2024-12-26 22:39:00,Inbound,Answered,2.7666666666666666
481-250-2270x1182,2024-12-26 04:49:00,Inbound,Answered,7.466666666666667
001-983-940-1664x09027,2024-12-26 11:56:00,Inbound,Missed,5.516666666666667
(949)755-8820x6213,2024-12-26 10:35:00,Inbound,Answered,6.033333333333333
847.518.1360x949,2024-12-26 22:23:00,Inbound,Answered,1.4666666666666666
349-596-6116x908,2024-12-26 23:50:00,Inbound,Answered,0.6666666666666666
223-646-6225x71236,2024-12-26 22:36:00,Inbound,Missed,6.566666666666666
+1-704-255-4731x03826,2024-12-26 13:22:00,Inbound,Answered,4.233333333333333
958.365.9653,2024-12-26 04:24:00,Inbound,Answered,5.266666666666667
691-339-9901,2024-12-26 20:18:00,Inbound,Answered,3.5
338-421-7207,2024-12-26 02:53:00,Inbound,Answered,4.866666666666666
(963)360-9961,2024-12-26 10:34:00,Inbound,Missed,0.7666666666666667
(965)844-8901,2024-12-26 19:04:00,Inbound,Missed,9.666666666666666
(732)704-7376x2950,2024-12-26 12:51:00,Inbound,Answered,2.3
+1-665-252-2536x000,2024-12-26 21:57:00,Inbound,Answered,7.016666666666667
6148197055,2024-12-26 11:12:00,Inbound,Missed,4.883333333333334
706-949-6590,2024-12-26 04:21:00,Inbound,Answered,9.9
348-936-3684x620,2024-12-26 22:52:00,Inbound,Missed,4.016666666666667
273.371.7560x0113,2024-12-26 23:59:00,Inbound,Answered,8.033333333333333
(512)600-4824x8685,2024-12-26 23:23:00,Inbound,Answered,4.25
001-822-536-6044x776,2024-12-26 17:58:00,Inbound,Answered,6.033333333333333
(644)605-8096x6617,2024-12-26 03:11:00,Inbound,Answered,5.083333333333333
719-899-6343,2024-12-26 22:03:00,Inbound,Answered,3.966666666666667
257-516-9536x30616,2024-12-26 22:53:00,Inbound,Answered,7.233333333333333
6944126701,2024-12-26 14:27:00,Inbound,Answered,3.15
001-250-857-8783x032,2024-12-26 17:21:00,Inbound,Answered,8.1
505-624-3454x9490,2024-12-26 12:21:00,Inbound,Answered,4.45
514-906-2364,2024-12-26 00:37:00,Inbound,Answered,7.9
650.447.2690,2024-12-26 12:22:00,Inbound,Answered,6.783333333333333
+1-203-697-9841x694,2024-12-26 10:32:00,Inbound,Answered,3.0166666666666666
665-423-2441,2024-12-26 06:09:00,Inbound,Answered,8.666666666666666
+1-842-981-7681x86747,2024-12-26 07:18:00,Inbound,Answered,2.0833333333333335
001-541-541-7701x5312,2024-12-26 11:39:00,Inbound,Answered,8.95
549-690-6877,2024-12-26 16:35:00,Inbound,Answered,3.5833333333333335
001-856-576-4338x4376,2024-12-26 06:33:00,Inbound,Answered,8.333333333333334
001-979-663-8903x5657,2024-12-26 07:43:00,Inbound,Answered,3.65
+1-754-443-1842,2024-12-26 04:41:00,Inbound,Answered,3.5
7382494152,2024-12-26 05:17:00,Inbound,Answered,3.716666666666667
(835)357-5131,2024-12-26 02:38:00,Inbound,Answered,8.866666666666667
(663)234-2170x3693,2024-12-26 10:05:00,Inbound,Missed,3.566666666666667
(873)319-6991x83552,2024-12-26 03:27:00,Inbound,Answered,5.3
001-989-491-7983x14400,2024-12-26 17:19:00,Inbound,Missed,0.85
(507)729-6977x022,2024-12-26 18:25:00,Inbound,Missed,5.783333333333333
463.544.3648x839,2024-12-26 17:58:00,Inbound,Answered,3.2666666666666666
+1-763-395-5475,2024-12-26 01:17:00,Inbound,Answered,3.5166666666666666
001-327-658-4014x128,2024-12-26 22:35:00,Inbound,Answered,7.216666666666667
811.684.8793x1333,2024-12-26 11:29:00,Inbound,Answered,3.7
(384)648-3192x1249,2024-12-26 21:05:00,Inbound,Answered,1.6833333333333333
553.810.3764x5394,2024-12-26 04:28:00,Inbound,Missed,2.933333333333333
001-433-283-0409x157,2024-12-26 20:23:00,Inbound,Answered,1.7166666666666666
001-992-914-3557x24422,2024-12-26 12:51:00,Inbound,Answered,7.766666666666667
001-375-826-8032x6400,2024-12-26 05:15:00,Inbound,Answered,4.683333333333334
001-315-573-8031,2024-12-26 05:32:00,Inbound,Answered,8.25
679.261.1169,2024-12-26 06:10:00,Inbound,Answered,7.366666666666666
252.519.4919x069,2024-12-26 23:38:00,Inbound,Missed,2.2
376.291.7131x12863,2024-12-26 21:19:00,Inbound,Answered,9.483333333333333
001-666-403-4683x319,2024-12-26 05:39:00,Inbound,Answered,2.8333333333333335
(284)547-9947,2024-12-26 14:56:00,Inbound,Answered,0.7
(953)786-7009x03721,2024-12-26 01:29:00,Inbound,Answered,2.2
+1-380-491-2943,2024-12-26 14:01:00,Inbound,Answered,6.933333333333334
221.558.6060x5218,2024-12-26 12:26:00,Inbound,Missed,7.05
001-700-222-8470,2024-12-26 23:05:00,Inbound,Answered,0.85
(463)634-3214,2024-12-26 08:06:00,Inbound,Answered,2.3666666666666667
3993621236,2024-12-26 15:09:00,Inbound,Answered,0.7166666666666667
435-702-7086x1250,2024-12-26 20:50:00,Inbound,Answered,1.2333333333333334
678-500-7446x13015,2024-12-26 09:43:00,Inbound,Answered,2.75
(596)583-3637x5871,2024-12-26 15:19:00,Inbound,Missed,4.733333333333333
(708)812-0273x00623,2024-12-26 07:59:00,Inbound,Missed,1.9166666666666667
(900)829-0621x492,2024-12-26 18:13:00,Inbound,Answered,5.066666666666666
+1-544-306-9498,2024-12-26 08:09:00,Inbound,Answered,2.933333333333333
(620)767-9513x052,2024-12-26 10:33:00,Inbound,Answered,0.7166666666666667
(283)380-4727,2024-12-26 16:00:00,Inbound,Answered,0.65
(327)984-2715x9780,2024-12-26 06:37:00,Inbound,Answered,2.3
(625)553-2600x87389,2024-12-26 12:33:00,Inbound,Missed,9.75
891-568-9255x0417,2024-12-26 23:09:00,Inbound,Answered,6.266666666666667
+1-519-528-0890x10044,2024-12-26 19:28:00,Inbound,Missed,1.95
560-936-2721,2024-12-26 15:02:00,Inbound,Answered,3.95
465-561-2351x109,2024-12-26 15:45:00,Inbound,Answered,2.8666666666666667
483.725.4039x113,2024-12-26 09:37:00,Inbound,Answered,8.683333333333334
+1-950-290-1124x7494,2024-12-26 13:02:00,Inbound,Answered,8.066666666666666
+1-682-328-9287x9500,2024-12-26 17:09:00,Inbound,Answered,3.283333333333333
5347217106,2024-12-26 18:00:00,Inbound,Answered,5.733333333333333
001-877-969-2359x754,2024-12-26 14:17:00,Inbound,Answered,6.15
294.304.2012,2024-12-26 05:31:00,Inbound,Missed,8.666666666666666
001-318-319-5089x22790,2024-12-26 06:48:00,Inbound,Answered,3.1333333333333333
001-730-418-5832x02485,2024-12-26 20:38:00,Inbound,Missed,4.65
4098373187,2024-12-26 04:43:00,Inbound,Answered,1.45
001-443-773-8635x102,2024-12-26 08:32:00,Inbound,Answered,9.766666666666667
214.948.1051x63909,2024-12-26 01:46:00,Inbound,Answered,5.05
648.504.1515x4639,2024-12-26 21:53:00,Inbound,Answered,9.766666666666667
(965)500-9376x377,2024-12-26 16:24:00,Inbound,Answered,2.6
+1-425-600-0675,2024-12-26 12:40:00,Inbound,Answered,0.85
8907348249,2024-12-26 18:55:00,Inbound,Answered,1.25
001-440-433-5453x53386,2024-12-26 03:30:00,Inbound,Answered,2.25
(550)602-1429x0112,2024-12-26 17:36:00,Inbound,Answered,9.783333333333333
001-213-666-5124x09817,2024-12-26 04:15:00,Inbound,Missed,5.55
665.510.7855x8190,2024-12-26 09:43:00,Inbound,Missed,2.25
838.806.0354x356,2024-12-26 02:51:00,Inbound,Answered,9.216666666666667
501-942-0958,2024-12-26 05:28:00,Inbound,Answered,7.583333333333333
(396)380-4921x9439,2024-12-26 09:18:00,Inbound,Answered,2.9166666666666665
737.516.9374x439,2024-12-26 15:20:00,Inbound,Answered,0.5166666666666667
001-292-465-2964,2024-12-26 17:31:00,Inbound,Answered,4.316666666666666
(698)247-4519x7887,2024-12-26 05:01:00,Inbound,Answered,0.9
652-983-0895x8145,2024-12-26 14:55:00,Inbound,Answered,4.366666666666666
(333)276-4023x135,2024-12-26 03:07:00,Inbound,Answered,7.783333333333333
(222)545-6365x95166,2024-12-26 07:34:00,Inbound,Answered,7.066666666666666
(367)372-4266x631,2024-12-26 15:23:00,Inbound,Missed,3.0
434-674-3952x343,2024-12-26 11:55:00,Inbound,Answered,6.516666666666667
866-391-4140,2024-12-26 00:54:00,Inbound,Answered,5.383333333333334
(918)402-4528x9517,2024-12-26 14:09:00,Inbound,Missed,4.35
678-641-1058,2024-12-26 01:49:00,Inbound,Answered,7.05
+1-454-330-4092,2024-12-26 13:31:00,Inbound,Answered,2.4166666666666665
+1-730-469-9035x80956,2024-12-26 17:08:00,Inbound,Missed,8.883333333333333
544-231-6914x27816,2024-12-26 12:45:00,Inbound,Answered,3.3833333333333333
+1-284-791-4741,2024-12-26 08:02:00,Inbound,Answered,2.3666666666666667
897-571-1081x05922,2024-12-26 13:10:00,Inbound,Answered,4.316666666666666
508.645.9114x496,2024-12-26 02:47:00,Inbound,Answered,2.2333333333333334
001-326-357-7480,2024-12-26 12:47:00,Inbound,Answered,5.3
(250)422-5922,2024-12-26 07:39:00,Inbound,Answered,6.583333333333333
(696)755-7730x76090,2024-12-26 00:57:00,Inbound,Answered,1.8
001-629-611-9780,2024-12-26 10:52:00,Inbound,Missed,6.183333333333334
760-417-9423x292,2024-12-26 03:22:00,Inbound,Answered,2.5166666666666666
2107578361,2024-12-26 22:11:00,Inbound,Answered,6.65
001-365-660-4920x4282,2024-12-26 11:26:00,Inbound,Answered,1.9333333333333333
(929)407-3077,2024-12-26 04:59:00,Inbound,Missed,1.2333333333333334
(427)297-5863,2024-12-26 04:41:00,Inbound,Answered,3.066666666666667
(281)958-9158x4417,2024-12-26 01:18:00,Inbound,Answered,3.533333333333333
+1-856-249-9276x6964,2024-12-26 09:47:00,Inbound,Answered,7.8
+1-789-462-9006x44244,2024-12-26 16:07:00,Inbound,Answered,9.55
803-224-2818x52408,2024-12-26 23:45:00,Inbound,Answered,6.2
(356)712-3837,2024-12-26 04:44:00,Inbound,Answered,3.5833333333333335
8896143488,2024-12-26 16:00:00,Inbound,Answered,7.75
342.293.4569x533,2024-12-26 15:18:00,Inbound,Answered,3.05
530-610-2968x91691,2024-12-26 21:00:00,Inbound,Answered,5.633333333333334
771.907.7406x744,2024-12-26 00:10:00,Inbound,Answered,5.383333333333334
(910)541-5911x174,2024-12-26 02:42:00,Inbound,Answered,6.433333333333334
(999)924-4633,2024-12-26 00:38:00,Inbound,Missed,2.2666666666666666
(657)707-0522x2986,2024-12-26 08:44:00,Inbound,Missed,5.116666666666666
424.530.7997x3948,2024-12-26 07:21:00,Inbound,Missed,9.016666666666667
298.403.8390x420,2024-12-26 05:06:00,Inbound,Answered,6.783333333333333
(313)994-5517,2024-12-26 18:43:00,Inbound,Missed,5.016666666666667
409-700-6467,2024-12-26 20:46:00,Inbound,Answered,1.8
208-535-9268x683,2024-12-26 18:00:00,Inbound,Missed,0.5333333333333333
001-297-740-3540x8676,2024-12-26 14:26:00,Inbound,Answered,3.033333333333333
001-638-226-6011x5537,2024-12-26 03:47:00,Inbound,Answered,3.0
463-947-4823x812,2024-12-26 09:50:00,Inbound,Answered,5.95
+1-738-854-1624x217,2024-12-26 08:06:00,Inbound,Missed,3.0166666666666666
933.883.6178x89580,2024-12-26 10:16:00,Inbound,Answered,7.15
+1-955-499-3902,2024-12-26 04:09:00,Inbound,Answered,8.116666666666667
+1-469-640-6905,2024-12-26 01:37:00,Inbound,Answered,8.65
(380)829-6488,2024-12-26 08:08:00,Inbound,Answered,1.6333333333333333
663.503.6525,2024-12-26 14:19:00,Inbound,Answered,2.4166666666666665
+1-822-914-6904x400,2024-12-26 21:48:00,Inbound,Missed,7.783333333333333
(988)680-5858x009,2024-12-26 21:15:00,Inbound,Answered,5.25
001-595-229-4487x57512,2024-12-26 15:36:00,Inbound,Missed,2.966666666666667
570.475.4506x522,2024-12-26 02:08:00,Inbound,Answered,2.033333333333333
+1-694-805-3655x12742,2024-12-26 03:47:00,Inbound,Answered,6.0
910.968.0821,2024-12-26 17:03:00,Inbound,Answered,2.6666666666666665
(839)462-6751x1146,2024-12-26 20:22:00,Inbound,Answered,3.6
+1-797-352-7190x100,2024-12-26 18:17:00,Inbound,Answered,7.066666666666666
001-883-403-5678,2024-12-26 00:33:00,Inbound,Missed,6.516666666666667
(999)283-1564x78611,2024-12-26 21:34:00,Inbound,Answered,5.933333333333334
001-258-755-1945,2024-12-26 17:35:00,Inbound,Answered,8.933333333333334
001-539-516-1484x30620,2024-12-26 19:37:00,Inbound,Answered,7.733333333333333
628.962.9850,2024-12-26 08:15:00,Inbound,Answered,8.7
591.304.6375,2024-12-26 04:54:00,Inbound,Missed,7.55
793.985.0782x27577,2024-12-26 09:56:00,Inbound,Missed,6.183333333333334
475.286.7046x53750,2024-12-26 14:39:00,Inbound,Answered,2.85
6146681806,2024-12-26 00:03:00,Inbound,Answered,4.683333333333334
+1-421-767-4598x997,2024-12-26 20:59:00,Inbound,Answered,7.033333333333333
(817)352-2780x4690,2024-12-26 12:02:00,Inbound,Answered,7.633333333333334
694.702.9857,2024-12-26 08:12:00,Inbound,Answered,9.866666666666667
(936)840-3275,2024-12-26 19:28:00,Inbound,Answered,8.983333333333333
715.710.7774,2024-12-26 14:13:00,Inbound,Answered,9.683333333333334
314.440.9676,2024-12-26 06:23:00,Inbound,Answered,9.6
+1-281-697-7233x425,2024-12-26 22:40:00,Inbound,Missed,8.9
+1-716-728-3992x359,2024-12-26 22:48:00,Inbound,Answered,9.583333333333334
(988)835-5778,2024-12-26 02:55:00,Inbound,Answered,9.65
001-228-852-6290x725,2024-12-26 17:52:00,Inbound,Answered,4.416666666666667
945.407.7065x34694,2024-12-26 12:18:00,Inbound,Answered,7.05
001-259-348-4743x5141,2024-12-26 02:18:00,Inbound,Answered,1.9166666666666667
618.763.5251,2024-12-26 17:57:00,Inbound,Answered,7.683333333333334
(290)905-2685x0344,2024-12-26 18:34:00,Inbound,Answered,9.483333333333333
(887)433-1395,2024-12-26 17:19:00,Inbound,Answered,4.233333333333333
5476725720,2024-12-26 17:19:00,Inbound,Answered,1.9833333333333334
477.772.4890x55662,2024-12-26 18:54:00,Inbound,Answered,4.5
603-934-8797x1527,2024-12-26 00:41:00,Inbound,Answered,6.666666666666667
206-275-4096x30517,2024-12-26 13:19:00,Inbound,Answered,0.5333333333333333
001-423-953-0678x4602,2024-12-26 16:02:00,Inbound,Missed,3.966666666666667
953-313-7159x265,2024-12-26 01:29:00,Inbound,Missed,0.7833333333333333
722.989.3077,2024-12-26 21:41:00,Inbound,Answered,6.683333333333334
843.547.5009,2024-12-26 13:12:00,Inbound,Answered,8.583333333333334
(307)344-1397,2024-12-26 12:44:00,Inbound,Answered,2.7666666666666666
(485)646-9119x151,2024-12-26 08:39:00,Inbound,Answered,2.3666666666666667
379.971.9337,2024-12-26 00:33:00,Inbound,Answered,1.5166666666666666
993.905.0180x5285,2024-12-26 12:11:00,Inbound,Answered,6.45
001-221-573-1463x4407,2024-12-26 02:18:00,Inbound,Answered,6.65
001-278-779-0359x13516,2024-12-26 11:46:00,Inbound,Answered,2.8666666666666667
344.882.7238,2024-12-26 08:13:00,Inbound,Answered,5.516666666666667
609.946.0394x60789,2024-12-26 22:25:00,Inbound,Answered,8.35
9875445117,2024-12-26 21:26:00,Inbound,Answered,2.95
+1-516-761-3398,2024-12-26 03:32:00,Inbound,Answered,9.9
5143311933,2024-12-26 19:51:00,Inbound,Answered,7.683333333333334
5373499830,2024-12-26 11:20:00,Inbound,Answered,4.633333333333334
257-576-6123,2024-12-26 04:33:00,Inbound,Answered,4.083333333333333
932.397.4277x29712,2024-12-26 01:30:00,Inbound,Answered,4.316666666666666
001-580-594-0173x8577,2024-12-26 12:01:00,Inbound,Answered,1.45
(817)649-1874,2024-12-26 18:38:00,Inbound,Answered,2.85
315-329-3187x81616,2024-12-26 11:33:00,Inbound,Answered,2.5
5222378187,2024-12-26 21:56:00,Inbound,Answered,2.933333333333333
(490)589-4879,2024-12-26 05:58:00,Inbound,Answered,6.933333333333334
814-837-1763,2024-12-26 23:22:00,Inbound,Answered,0.9333333333333333
(939)924-2252x6906,2024-12-26 15:51:00,Inbound,Missed,7.733333333333333
955.857.7267,2024-12-26 23:44:00,Inbound,Missed,6.833333333333333
820-472-5691x3802,2024-12-26 16:20:00,Inbound,Answered,1.4166666666666667
001-504-436-0588,2024-12-26 21:33:00,Inbound,Missed,2.3
339.908.3670x0500,2024-12-26 06:13:00,Inbound,Answered,1.75
657-569-7949x0536,2024-12-26 04:36:00,Inbound,Missed,8.633333333333333
490.626.6312x704,2024-12-26 02:09:00,Inbound,Answered,3.183333333333333
001-285-885-3957,2024-12-26 15:37:00,Inbound,Answered,1.0
218.348.0411,2024-12-26 01:15:00,Inbound,Answered,3.0
+1-409-260-2122x403,2024-12-26 10:00:00,Inbound,Answered,6.733333333333333
995.678.3364,2024-12-26 06:52:00,Inbound,Answered,2.9
+1-354-710-8080x31371,2024-12-26 01:29:00,Inbound,Missed,1.8333333333333333
001-458-265-3749x385,2024-12-26 06:48:00,Inbound,Answered,4.666666666666667
(595)510-2602,2024-12-26 01:25:00,Inbound,Answered,1.8
(940)488-1825,2024-12-26 10:46:00,Inbound,Answered,0.7
(849)886-9455x8074,2024-12-26 10:35:00,Inbound,Missed,7.6
+1-398-750-1250x047,2024-12-26 17:35:00,Inbound,Missed,3.05
(627)593-9048x2341,2024-12-26 13:35:00,Inbound,Answered,3.6
635.949.7237x04921,2024-12-26 18:32:00,Inbound,Missed,8.516666666666667
(685)990-9375x9633,2024-12-26 16:09:00,Inbound,Missed,2.8833333333333333
+1-422-363-4037x19493,2024-12-26 08:38:00,Inbound,Answered,9.5
+1-384-791-0626x24511,2024-12-26 01:14:00,Inbound,Answered,5.6
(415)877-0697x0856,2024-12-26 22:04:00,Inbound,Answered,8.516666666666667
869-331-0149,2024-12-26 06:31:00,Inbound,Missed,7.516666666666667
+1-722-779-5606x58885,2024-12-26 09:45:00,Inbound,Answered,6.25
695-229-6713,2024-12-26 12:11:00,Inbound,Answered,8.066666666666666
+1-272-278-2995x961,2024-12-26 01:37:00,Inbound,Answered,0.7166666666666667
+1-910-555-6523x299,2024-12-26 22:22:00,Inbound,Answered,5.383333333333334
428-409-6882x14071,2024-12-26 11:19:00,Inbound,Answered,2.3833333333333333
8643858581,2024-12-26 09:19:00,Inbound,Answered,3.15
214-939-2451,2024-12-26 04:14:00,Inbound,Answered,1.5166666666666666
001-727-423-1588,2024-12-26 12:33:00,Inbound,Answered,1.0333333333333334
001-582-263-6178,2024-12-26 14:54:00,Inbound,Answered,3.45
001-876-870-3873x018,2024-12-26 13:39:00,Inbound,Answered,9.083333333333334
541-236-1260,2024-12-26 15:00:00,Inbound,Answered,3.2333333333333334
(211)861-2500,2024-12-26 13:11:00,Inbound,Answered,0.6833333333333333
001-808-206-1140,2024-12-26 11:34:00,Inbound,Answered,7.25
(352)492-2064x82694,2024-12-26 06:22:00,Inbound,Answered,7.716666666666667
(518)314-6219x51020,2024-12-26 16:56:00,Inbound,Answered,8.25
